2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000
2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000
2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000
2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000
2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000
2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000
2002,2002,2002,2002,2002,2002,2002,2002,2001,2001,2001,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2001,2001,2001,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2001,2001,2001,2002,2002,2002,2002,2002,2002,2002,2001,2001,2001,2002,2002,2002,2002,2002
2001,2001,2001,2001,2001,2001,2001,2001,2003,2003,2003,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2003,2003,2003,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2003,2003,2003,2001,2001,2001,2001,2001,2001,2001,2003,2003,2003,2001,2001,2001,2001,2001
2001,2001,2001,2001,2001,2001,2001,2001,2003,2003,2003,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2003,2003,2003,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2003,2003,2003,2001,2001,2001,2001,2001,2001,2001,2003,2003,2003,2001,2001,2001,2001,2001
2001,2001,2001,2001,2001,2001,2001,2001,2003,2003,2003,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2003,2003,2003,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2003,2003,2003,2001,2001,2001,2001,2001,2001,2001,2003,2003,2003,2001,2001,2001,2001,2001
2002,2002,2002,2002,2002,2002,2002,2002,2001,2001,2001,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2001,2001,2001,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2001,2001,2001,2002,2002,2002,2002,2002,2002,2002,2001,2001,2001,2002,2002,2002,2002,2002
2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000
2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000
2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000
2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000
2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000
2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000
2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000
2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000
2002,2002,2002,2002,2002,2002,2002,2002,2001,2001,2001,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2001,2001,2001,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2001,2001,2001,2002,2002,2002,2002,2002,2002,2002,2001,2001,2001,2002,2002,2002,2002,2002
2001,2001,2001,2001,2001,2001,2001,2001,2003,2003,2003,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2003,2003,2003,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2003,2003,2003,2001,2001,2001,2001,2001,2001,2001,2003,2003,2003,2001,2001,2001,2001,2001
2001,2001,2001,2001,2001,2001,2001,2001,2003,2003,2003,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2003,2003,2003,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2003,2003,2003,2001,2001,2001,2001,2001,2001,2001,2003,2003,2003,2001,2001,2001,2001,2001
2001,2001,2001,2001,2001,2001,2001,2001,2003,2003,2003,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2003,2003,2003,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2003,2003,2003,2001,2001,2001,2001,2001,2001,2001,2003,2003,2003,2001,2001,2001,2001,2001
2002,2002,2002,2002,2002,2002,2002,2002,2001,2001,2001,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2001,2001,2001,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2001,2001,2001,2002,2002,2002,2002,2002,2002,2002,2001,2001,2001,2002,2002,2002,2002,2002
2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000
2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000
2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000
2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000
2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000
2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000
2002,2002,2002,2002,2002,2002,2002,2002,2001,2001,2001,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2001,2001,2001,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2001,2001,2001,2002,2002,2002,2002,2002,2002,2002,2001,2001,2001,2002,2002,2002,2002,2002
2001,2001,2001,2001,2001,2001,2001,2001,2003,2003,2003,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2003,2003,2003,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2003,2003,2003,2001,2001,2001,2001,2001,2001,2001,2003,2003,2003,2001,2001,2001,2001,2001
2001,2001,2001,2001,2001,2001,2001,2001,2003,2003,2003,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2003,2003,2003,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2003,2003,2003,2001,2001,2001,2001,2001,2001,2001,2003,2003,2003,2001,2001,2001,2001,2001
2001,2001,2001,2001,2001,2001,2001,2001,2003,2003,2003,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2003,2003,2003,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2003,2003,2003,2001,2001,2001,2001,2001,2001,2001,2003,2003,2003,2001,2001,2001,2001,2001
2002,2002,2002,2002,2002,2002,2002,2002,2001,2001,2001,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2001,2001,2001,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2001,2001,2001,2002,2002,2002,2002,2002,2002,2002,2001,2001,2001,2002,2002,2002,2002,2002
2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000
2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000
2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000
2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000
2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000,2000,2002,2001,2001,2001,2002,2000,2000,2000,2000
